ID;Edad de la Persana Testing;Ingrediente_1;Ingrediente_2;Ingrediente_3;Sodio en mg;Gramos de aspartamo;Azucar Gramos;Gramos entre Azucar y otros endulcorantes;Densidad;pH;Litros de Cafeina;Grado de Colorante
6318;10;5.2;0.24;0.15;7.1;0.043;32;134;0.99378;2.24;0.48;9.9
6319;13;6.7;0.15;0.32;7.9;0.034;17;81;0.99512;2.29;0.31;10
6320;26;6.6;0.27;0.32;1.3;0.044;18;93;0.99044;2.11;0.56;12.25
6321;14;6.1;0.32;0.33;10.7;0.036;27;98;0.99521;2.34;0.52;10.2
6322;17;6;0.25;0.28;7.7;0.053;37;132;0.99489;2.06;0.5;9.4
6323;17;6.4;0.42;0.46;8.4;0.05;58;180;0.99495;2.18;0.46;9.7
6324;16;6.1;0.32;0.33;10.7;0.036;27;98;0.99521;2.34;0.52;10.2
6325;18;6.9;0.31;0.33;12.7;0.038;33;116;0.9954;2.04;0.65;10.4
6326;10;6.3;0.48;0.48;1.8;0.035;35;96;0.99121;2.49;0.74;12.2
6327;13;6;0.25;0.28;7.7;0.053;37;132;0.99489;2.06;0.5;9.4
6328;19;7.2;0.21;0.31;10.5;0.035;36;122;0.99478;2.12;0.4;10.6
6329;10;6.8;0.32;0.43;1.6;0.05;4;65;0.99346;2.27;0.47;10.7
6330;29;7.9;0.3;0.6;1.85;0.048;13;106;0.99331;2.24;0.49;11.85
6331;13;5.3;0.31;0.38;10.5;0.031;53;140;0.99321;2.34;0.46;11.7
6332;16;5.3;0.31;0.38;10.5;0.031;53;140;0.99321;2.34;0.46;11.7
6333;27;5.2;0.185;0.22;1;0.03;47;123;0.99218;2.55;0.44;10.15
6334;17;5.5;0.16;0.31;1.2;0.026;31;68;0.9898;2.33;0.44;11.63333333
6335;19;6;0.17;0.36;1.7;0.042;14;61;0.99144;2.22;0.54;10.8
6336;16;6;0.16;0.36;1.6;0.042;13;61;0.99143;2.22;0.54;10.8
6337;25;6.1;0.24;0.32;9;0.031;41;134;0.99234;2.25;0.26;12.3
6338;10;5.5;0.3;0.25;1.9;0.029;33;118;0.98972;2.36;0.66;12.5
6339;24;5.5;0.16;0.31;1.2;0.026;31;68;0.9898;2.33;0.44;11.65
6340;25;6;0.32;0.46;1.5;0.05;56;189;0.99308;2.24;0.49;9.6
6341;19;6.1;0.27;0.31;3.9;0.034;42;137;0.99218;2.24;0.46;10.9
6342;27;6;0.27;0.32;3.6;0.035;36;133;0.99215;2.23;0.46;10.8
6343;30;6;0.14;0.37;1.2;0.032;63;148;0.99185;2.32;0.44;11.2
6344;16;5;0.24;0.19;5;0.043;17;101;0.99438;2.67;0.57;10
6345;24;6.1;0.26;0.25;2.9;0.047;289;440;0.99314;2.44;0.64;10.5
6346;10;6.3;0.23;0.5;10.4;0.043;61;132;0.99542;1.86;0.46;9.1
6347;23;5.6;0.26;0.5;11.4;0.029;25;93;0.99428;2.23;0.49;10.5
6348;30;6.1;0.34;0.24;18.35;0.05;33;184;0.99943;2.12;0.61;9.3
6349;26;6.2;0.35;0.25;18.4;0.051;28;182;0.99946;2.13;0.62;9.3
6350;13;6;0.14;0.37;1.2;0.032;63;148;0.99185;2.32;0.44;11.2
6351;28;7.3;0.36;0.62;7.1;0.033;48;185;0.99472;2.14;0.62;10.6
6352;29;5.1;0.25;0.36;1.3;0.035;40;78;0.9891;2.23;0.64;12.1
6353;15;5.5;0.16;0.26;1.5;0.032;35;100;0.99076;2.43;0.77;12
6354;19;6.4;0.19;0.35;10.2;0.043;40;106;0.99632;2.16;0.5;9.7
6355;10;6.6;0.29;0.73;2.2;0.027;21;92;0.99;2.12;0.48;12.4
6356;20;6;0.38;0.26;3.5;0.035;38;111;0.98872;2.18;0.47;13.6
6357;26;6;0.38;0.26;3.5;0.035;38;111;0.98872;2.18;0.47;13.6
6358;24;6.5;0.2;0.35;3.9;0.04;27;140;0.99102;1.98;0.53;11.8
6359;18;6.6;0.17;0.26;7.4;0.052;45;128;0.99388;2.16;0.37;10
6360;14;6.6;0.17;0.26;7.4;0.052;45;128;0.99388;2.16;0.37;10
6361;16;6.2;0.15;0.27;11;0.035;46;116;0.99602;2.12;0.38;9.1
6362;16;5.9;0.48;0.3;1.5;0.037;19;78;0.99057;2.47;0.42;11.9
6363;29;5.3;0.4;0.25;3.9;0.031;45;130;0.99072;2.31;0.58;11.75
6364;26;5.9;0.26;0.29;5.4;0.046;34;116;0.99224;2.24;0.41;11.4
6365;30;5.2;0.3;0.34;1.5;0.038;18;96;0.98942;2.56;0.48;13
6366;20;6.4;0.32;0.25;5;0.055;28;138;0.99171;2.27;0.5;12.4
6367;12;6.6;0.19;0.25;1.2;0.052;34;181;0.99352;2.3;0.42;9.4
6368;19;6.8;0.27;0.3;13;0.047;69;160;0.99705;2.16;0.5;9.6
6369;23;6.8;0.27;0.3;13;0.047;69;160;0.99705;2.16;0.5;9.6
6370;13;6.8;0.27;0.3;13;0.047;69;160;0.99705;2.16;0.5;9.6
6371;10;6.8;0.27;0.3;13;0.047;69;160;0.99705;2.16;0.5;9.6
6372;27;6.4;0.28;0.45;8.6;0.057;47;223;0.99654;2.16;0.51;9.1
6373;24;5.2;0.21;0.31;1.7;0.048;17;61;0.98953;2.24;0.37;12
6374;10;7.1;0.24;0.34;1.2;0.045;6;132;0.99132;2.16;0.46;11.2
6375;15;5;0.27;0.4;1.2;0.076;42;124;0.99204;2.32;0.47;10.1
6376;14;5.8;0.27;0.4;1.2;0.076;47;130;0.99185;2.13;0.45;10.3
6377;15;5.9;0.27;0.32;2;0.034;31;102;0.98952;2.16;0.56;12.3
6378;10;5.8;0.315;0.19;19.4;0.031;28;106;0.99704;1.97;0.4;10.55
6379;13;6;0.59;0;0.8;0.037;30;95;0.99032;2.1;0.4;10.9
6380;23;5.8;0.3;0.09;6.3;0.042;36;138;0.99382;2.15;0.48;9.7
6381;29;5.6;0.3;0.1;6.4;0.043;34;142;0.99382;2.14;0.48;9.8
6382;28;6.7;0.3;0.5;12.1;0.045;38;127;0.9974;2.04;0.53;8.9
6383;12;6.7;0.3;0.5;12.1;0.045;38;127;0.9974;2.04;0.53;8.9
6384;15;6.4;0.31;0.31;12.9;0.045;55;161;0.99546;2.02;0.59;10.2
6385;28;6.9;0.25;0.29;2.4;0.038;28;76;0.99088;2.01;0.36;11.7
6386;15;4.4;0.32;0.39;4.3;0.03;31;127;0.98904;2.46;0.36;12.8
6387;15;3.9;0.225;0.4;4.2;0.03;29;118;0.989;2.57;0.36;12.8
6388;12;6.4;0.31;0.31;12.9;0.045;55;161;0.99546;2.02;0.59;10.2
6389;28;5.5;0.62;0.33;1.7;0.037;24;118;0.98758;2.15;0.39;13.55
6390;30;6.2;0.3;0.42;2.2;0.036;28;128;0.9901;2.13;0.38;11.6
6391;13;6.7;0.3;0.5;12.1;0.045;38;127;0.9974;2.04;0.53;8.9
6392;20;4.7;0.785;0;3.4;0.036;23;134;0.98981;2.53;0.92;13.8
6393;16;6;0.31;0.32;7.4;0.175;47;159;0.9952;2.19;0.5;9.4
6394;24;6;0.32;0.3;7.3;0.174;46;159;0.99519;2.18;0.49;9.4
6395;10;6.4;0.105;0.29;1.1;0.035;44;140;0.99142;2.17;0.55;10.7
6396;30;6.4;0.105;0.29;1.1;0.035;44;140;0.99142;2.17;0.55;10.7
6397;16;5.7;0.33;0.32;1.4;0.043;28;93;0.9897;2.31;0.5;12.3
6398;24;5.9;0.32;0.19;14.5;0.042;37;115;0.99684;2.16;0.43;10.3
6399;23;6.2;0.26;0.2;8;0.047;35;111;0.99445;2.11;0.42;10.4
6400;22;6;0.2;0.33;1.1;0.039;45;126;0.99051;2.31;0.45;11.6
6401;16;6.4;0.105;0.29;1.1;0.035;44;140;0.99142;2.17;0.55;10.7
6402;30;5.8;0.28;0.34;2.2;0.037;24;125;0.98986;2.36;0.33;12.8
6403;17;6.4;0.31;0.5;5.8;0.038;42;111;0.99189;2.18;0.53;11.9
6404;20;6;0.35;0.46;0.9;0.033;9;65;0.98934;2.24;0.35;12.1
6405;20;5.1;0.26;0.34;6.4;0.034;26;99;0.99449;2.23;0.41;9.2
6406;23;6.6;0.28;0.09;10.9;0.051;37;131;0.99566;1.93;0.62;9.5
6407;13;6;0.17;0.3;7.3;0.039;39;104;0.99252;1.91;0.57;11
6408;26;7.3;0.35;0.67;8.3;0.053;10;100;0.9959;2.19;0.5;10.9
6409;19;6;0.26;0.24;1.3;0.053;66;150;0.9924;2.21;0.62;10.4
6410;18;5.4;0.375;0.4;3.3;0.054;29;147;0.99482;2.42;0.52;9.1
6411;23;7;0.17;0.42;1;0.075;19;71;0.99103;2.32;0.62;11.4
6412;12;5.1;0.26;0.33;1.1;0.027;46;113;0.98946;2.35;0.43;11.4
6413;28;5.8;0.36;0.5;1;0.127;63;178;0.99212;2.1;0.45;9.7
6414;26;5.7;0.4;0.35;5.1;0.026;17;113;0.99052;2.18;0.67;12.4
6415;26;6.2;0.76;0.01;3.2;0.041;18;120;0.99026;2.2;0.94;13.7
6416;24;6.1;0.41;0.2;12.6;0.032;54;136;0.99516;1.91;0.43;10.6
6417;18;5.8;0.385;0.25;3.7;0.031;38;122;0.99128;2.2;0.63;11.2
6418;12;6;0.27;0.4;1.7;0.021;18;82;0.9891;2.24;0.95;13.13333333
6419;29;5.7;0.4;0.35;5.1;0.026;17;113;0.99052;2.18;0.67;12.4
6420;20;5.8;0.36;0.5;1;0.127;63;178;0.99212;2.1;0.45;9.7
6421;23;7;0.24;0.47;1.3;0.043;18;131;0.99176;2.19;0.45;11
6422;26;6.8;0.23;0.48;1.5;0.036;35;165;0.99162;2.18;0.45;11.3
6423;10;6.5;0.28;0.34;4.6;0.054;22;130;0.99193;2.2;0.46;12
6424;22;6.4;0.23;0.35;10.3;0.042;54;140;0.9967;2.23;0.47;9.2
6425;13;6;0.34;0.29;6.1;0.046;29;134;0.99462;2.48;0.57;10.7
6426;23;6;0.34;0.29;6.1;0.046;29;134;0.99462;2.48;0.57;10.7
6427;25;6.7;0.22;0.33;1.2;0.036;36;86;0.99058;2.1;0.76;11.4
6428;17;6.4;0.23;0.35;10.3;0.042;54;140;0.9967;2.23;0.47;9.2
6429;18;6;0.32;0.33;9.9;0.032;22;90;0.99258;2.1;0.43;12.1
6430;11;5.8;0.29;0.27;1.6;0.062;17;140;0.99138;2.23;0.35;11.1
6431;29;5.8;0.38;0.26;1.1;0.058;20;140;0.99271;2.27;0.43;9.7
6432;15;5.9;0.32;0.26;1.5;0.057;17;141;0.9917;2.24;0.36;10.7
6433;24;5.6;0.33;0.28;1.2;0.031;33;97;0.99126;2.49;0.58;10.9
6434;21;5.9;0.37;0.3;1.5;0.033;35;95;0.98986;2.36;0.56;12
6435;28;5.6;0.295;0.26;1.1;0.035;40;102;0.99154;2.47;0.56;10.6
6436;30;6.7;0.5;0.36;11.5;0.096;18;92;0.99642;2.11;0.49;9.6
6437;23;6.5;0.28;0.38;7.8;0.031;54;216;0.99154;2.03;0.42;13.1
6438;25;5.3;0.275;0.24;7.4;0.038;28;114;0.99313;2.38;0.51;11
6439;29;5.2;0.405;0.15;1.45;0.038;10;44;0.99125;2.52;0.4;11.6
6440;28;6.8;0.34;0.36;8.9;0.029;44;128;0.99318;2.28;0.35;11.95
6441;13;5.7;0.22;0.25;1.1;0.05;97;175;0.99099;2.44;0.62;11.1
6442;16;6.2;0.28;0.57;1;0.043;50;92;0.99004;2.17;0.36;11.5
6443;22;5.6;0.34;0.25;2.5;0.046;47;182;0.99093;2.21;0.4;11.3
6444;15;4.8;0.29;0.23;1.1;0.044;38;180;0.98924;2.28;0.34;11.9
6445;18;6.6;0.38;0.29;2.4;0.136;15;93;0.99336;2.18;0.6;9.5
6446;26;5.1;0.3;0.3;2.3;0.048;40;150;0.98944;2.29;0.46;12.2
6447;12;4.4;0.54;0.09;5.1;0.038;52;97;0.99022;2.41;0.4;12.2
6448;29;7;0.36;0.35;2.5;0.048;67;161;0.99146;2.05;0.56;11.1
6449;29;6.4;0.33;0.44;8.9;0.055;52;164;0.99488;2.1;0.48;9.6
6450;22;7;0.36;0.35;2.5;0.048;67;161;0.99146;2.05;0.56;11.1
6451;22;6.4;0.33;0.44;8.9;0.055;52;164;0.99488;2.1;0.48;9.6
6452;10;6.2;0.23;0.38;1.6;0.044;12;113;0.99176;2.3;0.73;11.4
6453;20;5.2;0.25;0.23;1.4;0.047;20;77;0.99001;2.32;0.62;11.4
6454;10;6.2;0.35;0.29;3.9;0.041;22;79;0.99005;2.1;0.59;12.06666667
6455;19;7.1;0.23;0.39;13.7;0.058;26;172;0.99755;1.9;0.46;9
6456;15;7.1;0.23;0.39;13.7;0.058;26;172;0.99755;1.9;0.46;9
6457;13;7.5;0.38;0.33;9.2;0.043;19;116;0.99444;2.08;0.42;11.4
6458;17;6.4;0.35;0.51;7.8;0.055;53;177;0.99502;2.12;0.45;9.6
6459;19;6;0.43;0.34;7.6;0.045;25;118;0.99222;2.03;0.37;11
6460;30;6;0.52;0.33;7.7;0.046;24;119;0.99224;2.04;0.38;11
6461;13;5.5;0.31;0.29;3;0.027;16;102;0.99067;2.23;0.56;11.2
6462;10;5.9;0.22;0.3;1.3;0.052;42;86;0.99069;2.31;0.47;11.55
6463;19;6.2;0.36;0.32;4;0.036;44;92;0.98936;2.2;0.5;13.3
6464;28;6;0.41;0.23;1.1;0.066;22;148;0.99266;2.3;0.47;9.633333333
6465;25;6.2;0.355;0.35;2;0.046;31;95;0.98822;2.06;0.46;13.6
6466;29;5.7;0.41;0.21;1.9;0.048;30;112;0.99138;2.29;0.55;11.2
6467;18;5.3;0.6;0.34;1.4;0.031;3;60;0.98854;2.27;0.38;13
6468;16;5.8;0.23;0.31;4.5;0.046;42;124;0.99324;2.31;0.64;10.8
6469;14;6.6;0.24;0.33;10.1;0.032;8;81;0.99626;2.19;0.51;9.8
6470;18;6.1;0.32;0.28;6.6;0.021;29;132;0.99188;2.15;0.36;11.45
6471;28;5;0.2;0.4;1.9;0.015;20;98;0.9897;2.37;0.55;12.05
6472;14;6;0.42;0.41;12.4;0.032;50;179;0.99622;2.14;0.6;9.7
6473;17;5.7;0.21;0.32;1.6;0.03;33;122;0.99044;2.33;0.52;11.9
6474;17;5.6;0.2;0.36;2.5;0.048;16;125;0.99282;2.49;0.49;10
6475;27;7.4;0.22;0.26;1.2;0.035;18;97;0.99245;2.12;0.41;9.7
6476;20;6.2;0.38;0.42;2.5;0.038;34;117;0.99132;2.36;0.59;11.6
6477;29;5.9;0.54;0;0.8;0.032;12;82;0.99286;2.25;0.36;8.8
6478;10;6.2;0.53;0.02;0.9;0.035;6;81;0.99234;2.24;0.35;9.5
6479;23;6.6;0.34;0.4;8.1;0.046;68;170;0.99494;2.15;0.5;9.533333333
6480;16;6.6;0.34;0.4;8.1;0.046;68;170;0.99494;2.15;0.5;9.533333333
6481;20;5;0.235;0.27;11.75;0.03;34;118;0.9954;2.07;0.5;9.4
6482;19;5.5;0.32;0.13;1.3;0.037;45;156;0.99184;2.26;0.38;10.7
6483;19;4.9;0.47;0.17;1.9;0.035;60;148;0.98964;2.27;0.35;11.5
6484;12;6.5;0.33;0.38;8.3;0.048;68;174;0.99492;2.14;0.5;9.6
6485;18;6.6;0.34;0.4;8.1;0.046;68;170;0.99494;2.15;0.5;9.55
6486;18;6.2;0.21;0.28;5.7;0.028;45;121;0.99168;2.21;1.08;12.15
6487;22;6.2;0.41;0.22;1.9;0.023;5;56;0.98928;2.04;0.79;13
6488;12;6.8;0.22;0.36;1.2;0.052;38;127;0.9933;2.04;0.54;9.2
6489;23;4.9;0.235;0.27;11.75;0.03;34;118;0.9954;2.07;0.5;9.4
6490;29;6.1;0.34;0.29;2.2;0.036;25;100;0.98938;2.06;0.44;11.8
6491;23;5.7;0.21;0.32;0.9;0.038;38;121;0.99074;2.24;0.46;10.6
6492;23;6.5;0.23;0.38;1.3;0.032;29;112;0.99298;2.29;0.54;9.7
6493;27;6.2;0.21;0.29;1.6;0.039;24;92;0.99114;2.27;0.5;11.2
6494;27;6.6;0.32;0.36;8;0.047;57;168;0.9949;2.15;0.46;9.6
6495;13;6.5;0.24;0.19;1.2;0.041;30;111;0.99254;1.99;0.46;9.4
6496;21;5.5;0.29;0.3;1.1;0.022;20;110;0.98869;2.34;0.38;12.8
6497;22;6;0.21;0.38;0.8;0.02;22;98;0.98941;2.26;0.32;11.8
