ID;Edad de la Persana Testing;Ingrediente_1;Ingrediente_2;Ingrediente_3;Sodio en mg;Gramos de aspartamo;Azucar Gramos;Gramos entre Azucar y otros endulcorantes;Densidad;pH;Litros de Cafeina;Grado de Colorante;Indice_Satisfaccion
2406;27;6.4;0.31;0.26;13.2;0.046;57;205;0.9975;2.17;0.41;9.6;0
2407;15;6.2;0.29;0.26;13.1;0.046;55;204;0.99745;2.16;0.41;9.6;1
2408;20;6;0.39;0.17;12;0.046;65;246;0.9976;2.15;0.38;9;1
2409;14;6.2;0.3;0.26;13.4;0.046;57;206;0.99775;2.17;0.43;9.5;1
2410;24;6;0.28;0.49;6.8;0.048;61;222;0.9953;2.19;0.47;9.3;0
2411;28;6;0.41;0.05;1.5;0.063;17;120;0.9932;2.21;0.56;9.2;1
2412;26;6.4;0.35;0.28;1.1;0.055;9;160;0.99405;2.42;0.5;9.1;1
2413;12;6.5;0.26;0.32;16.5;0.045;44;166;1;2.38;0.46;9.5;1
2414;28;7.9;0.35;0.24;15.6;0.072;44;229;0.99785;2.03;0.59;10.5;1
2415;29;6.2;0.3;0.17;2.8;0.04;24;125;0.9939;2.01;0.46;9;0
2416;21;8.4;0.18;0.42;5.1;0.036;7;77;0.9939;2.16;0.52;11.7;0
2417;21;6.6;0.56;0.22;8.9;0.034;27;133;0.99675;2.2;0.51;9.1;0
2418;19;6.2;0.3;0.17;2.8;0.04;24;125;0.9939;2.01;0.46;9;0
2419;24;6.6;0.56;0.22;8.9;0.034;27;133;0.99675;2.2;0.51;9.1;0
2420;19;6.6;0.36;0.29;1.6;0.021;24;85;0.98965;2.41;0.61;12.4;1
2421;12;7.3;0.655;0.2;10.2;0.071;28;212;0.9971;1.96;0.58;9.2;1
2422;11;6.8;0.18;0.21;5.4;0.053;34;104;0.99445;2.3;0.43;9.4;0
2423;22;6.7;0.19;0.23;6.2;0.047;36;117;0.9945;2.34;0.43;9.6;1
2424;12;8.4;0.18;0.42;5.1;0.036;7;77;0.9939;2.16;0.52;11.7;0
2425;24;7;0.21;0.37;7.2;0.042;36;167;0.9958;2.26;0.56;9.8;1
2426;18;6.8;0.25;0.38;8.1;0.046;24;155;0.9956;2.33;0.59;10.2;1
2427;21;7.4;0.24;0.36;2;0.031;27;139;0.99055;2.28;0.48;12.5;1
2428;21;7.1;0.16;0.36;10.7;0.044;20;90;0.9959;2.16;0.44;10.9;1
2429;28;7.1;0.16;0.36;1.2;0.043;21;90;0.9925;2.16;0.42;11;1
2430;19;7.3;0.205;0.31;1.7;0.06;34;110;0.9963;2.72;0.69;10.5;1
2431;14;7.4;0.17;0.4;5.5;0.037;34;161;0.9935;2.05;0.62;11.5;0
2432;18;7.3;0.3;0.34;2.7;0.044;34;108;0.99105;2.36;0.53;12.8;1
2433;14;6.9;0.25;0.34;1.3;0.035;27;82;0.99045;2.18;0.44;12.2;1
2434;13;7.3;0.205;0.31;1.7;0.06;34;110;0.9963;2.72;0.69;10.5;1
2435;19;7.5;0.42;0.34;4.3;0.04;34;108;0.99155;2.14;0.45;12.8;1
2436;18;7.3;0.25;0.36;2.1;0.034;30;177;0.99085;2.25;0.4;11.9;1
2437;30;7.3;0.25;0.36;2.1;0.034;30;177;0.99085;2.25;0.4;11.9;1
2438;28;7.3;0.25;0.36;2.1;0.034;30;177;0.99085;2.25;0.4;11.9;1
2439;27;7.5;0.34;0.35;6;0.034;12;126;0.9924;2.16;0.39;12;1
2440;16;7.6;0.33;0.35;6.3;0.036;12;126;0.9924;2.16;0.39;12;1
2441;25;8.7;0.23;0.32;13.4;0.044;35;169;0.99975;2.12;0.47;8.8;1
2442;22;8.7;0.23;0.32;13.4;0.044;35;169;0.99975;2.12;0.47;8.8;1
2443;19;6.9;0.19;0.35;1.7;0.036;33;101;0.99315;2.21;0.54;10.8;1
2444;11;7.3;0.21;0.29;1.6;0.034;29;118;0.9917;2.3;0.5;11;1
2445;19;7.3;0.21;0.29;1.6;0.034;29;118;0.9917;2.3;0.5;11;1
2446;13;6.6;0.22;0.37;15.4;0.035;62;153;0.99845;2.02;0.4;9.3;0
2447;30;9.2;0.34;0.27;1.2;0.026;17;73;0.9921;2.08;0.39;10.8;0
2448;22;8.7;0.23;0.32;13.4;0.044;35;169;0.99975;2.12;0.47;8.8;1
2449;27;6;0.2;0.24;1.8;0.03;30;105;0.9909;2.31;0.47;11.5;1
2450;11;6.9;0.19;0.35;1.7;0.036;33;101;0.99315;2.21;0.54;10.8;1
2451;18;8.2;0.38;0.49;13.6;0.042;58;166;0.99855;2.1;0.54;9.4;0
2452;23;6.9;0.18;0.36;1.3;0.036;40;117;0.9934;2.27;0.95;9.5;1
2453;27;7.7;0.34;0.58;11.1;0.039;41;151;0.9978;2.06;0.49;8.6;0
2454;27;6.9;0.18;0.36;1.3;0.036;40;117;0.9934;2.27;0.95;9.5;1
2455;21;7.4;0.2;0.35;2.1;0.038;30;116;0.9949;2.49;0.77;10.3;1
2456;25;8.2;0.38;0.49;13.6;0.042;58;166;0.99855;2.1;0.54;9.4;0
2457;12;8.2;0.4;0.48;13.7;0.042;59;169;0.9986;2.1;0.52;9.4;0
2458;13;6.7;0.22;0.39;10.2;0.038;60;149;0.99725;2.17;0.54;10;1
2459;19;6.6;0.3;0.3;4.8;0.17;60;166;0.9946;2.18;0.47;9.4;0
2460;11;8.1;0.27;0.35;1.7;0.03;38;103;0.99255;2.22;0.63;10.4;1
2461;17;7.3;0.25;0.42;14.2;0.041;57;182;0.9996;2.29;0.75;9.1;1
2462;26;4.8;0.34;0;6.5;0.028;33;163;0.9939;2.36;0.61;9.9;1
2463;19;6.2;0.28;0.33;1.7;0.029;24;111;0.99;2.24;0.5;12.1;1
2464;29;4.8;0.33;0;6.5;0.028;34;163;0.9937;2.35;0.61;9.9;0
2465;15;6.1;0.27;0.33;2.2;0.021;26;117;0.9886;2.12;0.3;12.5;1
2466;13;6.9;0.18;0.36;1.3;0.036;40;117;0.9934;2.27;0.95;9.5;1
2467;15;7.8;0.18;0.46;12.6;0.042;41;143;1;2.24;0.76;8.5;1
2468;30;7.3;0.28;0.42;14.4;0.04;49;173;0.9994;2.28;0.82;9;1
2469;16;7.3;0.24;0.29;1.2;0.037;37;97;0.9926;2.19;0.7;10.1;1
2470;29;6;0.45;0.65;9.7;0.08;11;159;0.9956;2.04;0.48;9.4;0
2471;29;7.7;0.34;0.58;11.1;0.039;41;151;0.9978;2.06;0.49;8.6;0
2472;25;6.3;0.26;0.21;4;0.03;24;125;0.9915;2.06;0.34;10.7;1
2473;28;10.3;0.17;0.47;1.4;0.037;5;33;0.9939;1.89;0.28;9.6;0
2474;16;7.7;0.15;0.29;1.3;0.029;10;64;0.9932;2.35;0.39;10.1;0
2475;10;7.1;0.21;0.32;2.2;0.037;28;141;0.993;2.2;0.57;10;1
2476;18;6.9;0.36;0.34;4.2;0.018;57;119;0.9898;2.28;0.36;12.7;1
2477;27;6;0.28;0.34;1.6;0.119;33;104;0.9921;2.19;0.38;10.2;1
2478;26;6.2;0.16;0.54;1.4;0.126;37;110;0.9932;2.23;0.37;8.9;1
2479;28;6.9;0.12;0.36;2.2;0.037;18;111;0.9919;2.41;0.82;11.9;1
2480;22;7.1;0.21;0.32;2.2;0.037;28;141;0.993;2.2;0.57;10;1
2481;18;8.8;0.36;0.44;1.9;0.04;9;121;0.9953;2.19;0.48;9.9;1
2482;19;7.4;0.26;0.43;6;0.022;22;125;0.9928;2.13;0.55;11.5;1
2483;21;7.4;0.26;0.43;6;0.022;22;125;0.9928;2.13;0.55;11.5;1
2484;10;6.8;0.23;0.29;12.2;0.035;38;236;0.9976;2.35;0.52;9.8;1
2485;22;6.1;0.34;0.27;2.6;0.024;20;105;0.9906;2.4;0.67;12.2;1
2486;21;7.3;0.26;0.31;1.6;0.04;39;173;0.9918;2.19;0.51;11.4;1
2487;10;6.5;0.3;0.32;2;0.044;34;90;0.99185;2.37;0.68;11;1
2488;25;7.3;0.26;0.31;1.6;0.04;39;173;0.9918;2.19;0.51;11.4;1
2489;14;6.5;0.3;0.32;2;0.044;34;90;0.99185;2.37;0.68;11;1
2490;13;5;0.31;0;6.4;0.046;43;166;0.994;2.3;0.63;9.9;1
2491;11;5.8;0.26;0.18;1.2;0.031;40;114;0.9908;2.42;0.4;11;1
2492;24;5.9;0.26;0.3;1;0.036;38;114;0.9928;2.58;0.48;9.4;0
2493;18;7;0.31;0.29;1.4;0.037;33;128;0.9896;2.12;0.36;12.2;1
2494;13;5.8;0.26;0.18;1.2;0.031;40;114;0.9908;2.42;0.4;11;1
2495;14;5.6;0.19;0.39;1.1;0.043;17;67;0.9918;2.23;0.53;10.3;1
2496;11;6.8;0.18;0.28;8.7;0.047;52;242;0.9952;2.22;0.53;10.5;1
2497;27;7;0.29;0.26;1.6;0.044;12;87;0.9923;2.08;0.46;10.5;1
2498;27;6.6;0.26;0.29;1.4;0.039;13;67;0.9915;2.05;0.49;10.9;1
2499;12;6.8;0.18;0.28;8.5;0.047;52;242;0.9952;2.22;0.53;10.5;1
2500;17;6.6;0.2;0.38;7.9;0.052;30;145;0.9947;2.32;0.56;11;1
2501;14;8;0.29;0.29;13.2;0.046;26;113;0.9983;2.25;0.37;9.7;1
2502;16;6.1;0.28;0.35;12.8;0.048;63;229;0.9975;2.08;0.4;8.9;0
2503;26;5.9;0.31;0.3;7.7;0.047;60;206;0.995;2.2;0.39;9.6;1
2504;16;6.9;0.21;0.28;2.4;0.056;49;159;0.9944;2.02;0.47;8.8;1
2505;12;8.4;0.19;0.42;1.6;0.047;9;101;0.994;2.06;0.65;11.1;0
2506;13;8.3;0.27;0.45;1.3;0.048;8;72;0.9944;2.08;0.61;10.3;0
2507;13;7.1;0.25;0.39;2.1;0.036;30;124;0.9908;2.28;0.43;12.2;1
2508;18;8;0.23;0.37;9.6;0.054;23;159;0.99795;2.32;0.47;9.8;0
2509;11;7.5;0.24;0.31;13;0.049;46;217;0.9985;2.08;0.53;8.8;0
2510;26;6.3;0.33;0.2;5.8;0.04;24;144;0.99425;2.15;0.63;9.9;0
2511;20;6.2;0.33;0.19;5.6;0.042;22;143;0.99425;2.15;0.63;9.9;0
2512;24;6.3;0.34;0.19;5.8;0.041;22;145;0.9943;2.15;0.63;9.9;0
2513;24;5.8;0.29;0.05;0.8;0.038;11;30;0.9924;2.36;0.35;9.2;0
2514;10;8;0.32;0.26;1.2;0.05;11.5;88;0.9946;2.24;0.37;9.5;0
2515;29;5.6;0.29;0.05;0.8;0.038;11;30;0.9924;2.36;0.35;9.2;0
2516;28;7.4;0.13;0.39;4.7;0.042;36;137;0.995;2.36;0.56;10.3;1
2517;26;7.7;0.3;0.32;1.6;0.037;23;124;0.9919;1.93;0.33;11;1
2518;14;7;0.24;0.34;1.4;0.031;27;107;0.99;2.06;0.39;11.9;1
2519;21;8.6;0.18;0.4;1.1;0.04;20;107;0.9923;1.94;0.32;10.2;1
2520;17;7;0.11;0.32;4.6;0.057;59;144;0.9956;2.55;0.44;9.4;1
2521;16;7.7;0.32;0.62;10.6;0.036;56;153;0.9978;2.13;0.44;8.9;1
2522;21;7.7;0.32;0.62;10.6;0.036;56;153;0.9978;2.13;0.44;8.9;1
2523;20;6.5;0.26;0.27;12.9;0.044;69;215;0.9967;2.17;0.43;10;1
2524;25;7.9;0.28;0.41;2;0.044;50;152;0.9934;2.45;0.49;10.7;1
2525;12;6.3;0.27;0.23;2.9;0.047;13;100;0.9936;2.28;0.43;9.8;0
2526;23;5.4;0.595;0.1;2.8;0.042;26;80;0.9932;2.36;0.38;9.3;0
2527;13;6.7;0.25;0.33;2.9;0.057;52;173;0.9934;2.02;0.48;9.5;1
2528;12;6.5;0.25;0.35;12;0.055;47;179;0.998;2.58;0.47;10;0
2529;29;6.1;0.36;0.58;15;0.044;42;115;0.9978;2.15;0.51;9;0
2530;15;7.7;0.17;0.52;5.9;0.017;21;84;0.9929;2.14;0.4;11.9;1
2531;22;6.4;0.26;0.43;12.6;0.033;64;230;0.9974;2.08;0.38;8.9;0
2532;27;6.5;0.26;0.28;12.5;0.046;80;225;0.99685;2.18;0.41;10;1
2533;10;5.9;0.29;0.33;7.4;0.037;58;205;0.99495;2.26;0.41;9.6;0
2534;18;6.2;0.28;0.43;13;0.039;64;233;0.99745;2.08;0.38;8.9;0
2535;12;6.1;0.27;0.44;6.7;0.041;61;230;0.99505;2.12;0.4;8.9;0
2536;10;6.4;0.43;0.32;1.4;0.048;10;67;0.992;2.08;0.41;11.4;0
2537;20;6.1;0.36;0.58;15;0.044;42;115;0.9978;2.15;0.51;9;0
2538;29;6.2;0.35;0.29;7.3;0.044;56;244;0.9956;2.36;0.55;10;1
2539;10;7.7;0.24;0.29;15.3;0.044;39;194;0.9982;2.06;0.47;9.6;1
2540;22;6.2;0.34;0.28;7.5;0.034;40;197;0.99485;2.14;0.6;9.7;0
2541;15;6.3;0.27;0.46;11.75;0.037;61;212;0.9971;2.25;0.53;9.5;1
2542;23;5.4;0.415;0.19;1.6;0.039;27;88;0.99265;2.54;0.41;10;1
2543;17;6.9;0.48;0.36;3.5;0.03;31;135;0.9904;2.14;0.38;12.2;1
2544;17;6.5;0.18;0.33;8;0.051;16;131;0.9965;2.28;0.44;8.7;1
2545;23;6.7;0.15;0.29;5;0.058;28;105;0.9946;2.52;0.44;10.2;1
2546;18;8.2;0.345;1;18.2;0.047;55;205;0.99965;1.96;0.43;9.6;0
2547;29;8.5;0.16;0.35;1.6;0.039;24;147;0.9935;1.96;0.36;10;0
2548;18;6.8;0.705;0.25;3.2;0.048;10;57;0.996;2.36;0.52;9.5;0
2549;13;7.3;0.25;0.39;6.4;0.034;8;84;0.9942;2.18;0.46;11.5;0
2550;21;7.6;0.345;0.26;1.9;0.043;15;134;0.9936;2.08;0.38;9.5;0
2551;16;7.6;0.22;0.34;9.7;0.035;26;143;0.9965;2.08;0.49;9.8;1
2552;15;6.5;0.17;0.33;1.4;0.028;14;99;0.9928;2.23;0.55;10.1;1
2553;18;8.2;0.23;0.37;1.3;0.042;39;117;0.9928;1.99;0.36;10;0
2554;13;7.6;0.22;0.34;9.7;0.035;26;143;0.9965;2.08;0.49;9.8;1
2555;14;7.6;0.345;0.26;1.9;0.043;15;134;0.9936;2.08;0.38;9.5;0
2556;25;7.5;0.32;0.26;1.8;0.042;13;133;0.9938;2.07;0.38;9.5;0
2557;14;6.6;0.23;0.32;0.9;0.041;25;79;0.9926;2.39;0.54;10.2;1
2558;14;6.6;0.2;0.32;1.1;0.039;25;78;0.9926;2.39;0.54;10.2;1
2559;19;7.3;0.24;0.34;15.4;0.05;38;174;0.9983;2.03;0.42;9;1
2560;22;7.3;0.24;0.34;15.4;0.05;38;174;0.9983;2.03;0.42;9;1
2561;20;8;0.42;0.36;5;0.037;34;101;0.992;2.13;0.57;12.3;1
2562;14;7.3;0.24;0.34;15.4;0.05;38;174;0.9983;2.03;0.42;9;1
2563;15;6.1;0.19;0.25;4;0.023;23;112;0.9923;2.37;0.51;11.6;1
2564;11;5.9;0.26;0.21;12.5;0.034;36;152;0.9972;2.28;0.43;9.5;1
2565;16;8.3;0.23;0.43;3.2;0.035;14;101;0.9928;2.15;0.36;11.5;0
2566;29;6.5;0.34;0.28;1.8;0.041;43;188;0.9928;2.13;0.37;9.6;1
2567;25;6.8;0.22;0.35;17.5;0.039;38;153;0.9994;2.24;0.42;9;1
2568;28;6.5;0.08;0.33;1.9;0.028;23;93;0.991;2.34;0.7;12;1
2569;27;5.5;0.42;0.09;1.6;0.019;18;68;0.9906;2.33;0.51;11.4;1
2570;11;5.1;0.42;0.01;1.5;0.017;25;102;0.9894;2.38;0.36;12.3;1
2571;28;6;0.27;0.19;1.7;0.02;24;110;0.9898;2.32;0.47;12.6;1
2572;13;6.8;0.22;0.35;17.5;0.039;38;153;0.9994;2.24;0.42;9;1
2573;28;6.5;0.08;0.33;1.9;0.028;23;93;0.991;2.34;0.7;12;1
2574;23;7.1;0.13;0.38;1.8;0.046;14;114;0.9925;2.32;0.9;11.7;1
2575;12;7.6;0.3;0.25;4.3;0.054;22;111;0.9956;2.12;0.49;9.2;0
2576;26;6.6;0.13;0.3;4.9;0.058;47;131;0.9946;2.51;0.45;10.3;1
2577;24;6.5;0.14;0.33;7.6;0.05;53;189;0.9966;2.25;0.49;8.6;0
2578;15;7.7;0.28;0.33;6.7;0.037;32;155;0.9951;2.39;0.62;10.7;1
2579;21;6;0.2;0.71;1.6;0.15;10;54;0.9927;2.12;0.47;9.8;0
2580;26;6;0.19;0.71;1.5;0.152;9;55;0.9927;2.12;0.46;9.8;1
2581;13;7.7;0.28;0.33;6.7;0.037;32;155;0.9951;2.39;0.62;10.7;1
2582;26;5.1;0.39;0.21;1.7;0.027;15;72;0.9894;2.5;0.45;12.5;1
2583;25;5.7;0.36;0.34;4.2;0.026;21;77;0.9907;2.41;0.45;11.9;1
2584;17;6.9;0.19;0.33;1.6;0.043;63;149;0.9925;2.44;0.52;10.8;0
2585;30;6;0.41;0.21;1.9;0.05;29;122;0.9928;2.42;0.52;10.5;1
2586;11;7.4;0.28;0.3;5.3;0.054;44;161;0.9941;2.12;0.48;10.3;1
2587;30;7.4;0.3;0.3;5.2;0.053;45;163;0.9941;2.12;0.45;10.3;1
2588;15;6.9;0.19;0.33;1.6;0.043;63;149;0.9925;2.44;0.52;10.8;0
2589;18;7.7;0.28;0.39;8.9;0.036;8;117;0.9935;2.06;0.38;12;1
2590;24;8.6;0.16;0.38;3.4;0.04;41;143;0.9932;1.95;0.39;10.2;1
2591;22;8.2;0.26;0.44;1.3;0.046;7;69;0.9944;2.14;0.62;10.2;0
2592;11;6.5;0.25;0.27;15.2;0.049;75;217;0.9972;2.19;0.39;9.9;0
2593;15;7;0.24;0.18;1.3;0.046;9;62;0.994;2.38;0.47;10.1;0
2594;20;8.6;0.18;0.36;1.8;0.04;24;187;0.9956;2.25;0.55;9.5;1
2595;11;7.8;0.27;0.34;1.6;0.046;27;154;0.9927;2.05;0.45;10.5;1
2596;27;6;0.26;0.34;1.3;0.046;6;29;0.9924;2.29;0.63;10.4;0
2597;20;6.1;0.24;0.27;9.8;0.062;33;152;0.9966;2.31;0.47;9.5;1
2598;11;8;0.24;0.3;17.45;0.056;43;184;0.9997;2.05;0.5;9.2;1
2599;20;7.6;0.21;0.6;2.1;0.046;47;165;0.9936;2.05;0.54;10.1;1
2600;22;8;0.19;0.36;1.8;0.05;16;84;0.9936;2.15;0.45;9.8;1
2601;12;6.4;0.28;0.41;6.8;0.045;61;216;0.9952;2.09;0.46;9.4;0
2602;25;6.4;0.28;0.43;7.1;0.045;60;221;0.9952;2.09;0.45;9.4;1
2603;16;6.9;0.24;0.39;1.3;0.063;18;136;0.9928;2.31;0.48;10.4;1
2604;16;5.8;0.36;0.26;3.3;0.038;40;153;0.9911;2.34;0.55;11.3;1
2605;30;6.6;0.18;0.28;3.3;0.044;18;91;0.993;2.42;0.64;10.8;1
2606;11;5.8;0.36;0.26;3.3;0.038;40;153;0.9911;2.34;0.55;11.3;1
2607;25;5.1;0.52;0.06;2.7;0.052;30;79;0.9932;2.32;0.43;9.3;0
2608;19;6.6;0.22;0.37;1.2;0.059;45;199;0.993;2.37;0.55;10.3;1
2609;29;8.3;0.15;0.39;1.3;0.055;32;146;0.993;2.08;0.39;10.5;1
2610;18;7.6;0.16;0.44;1.4;0.043;25;109;0.9932;2.11;0.75;10.3;1
2611;28;7.7;0.16;0.41;1.7;0.048;60;173;0.9932;2.24;0.66;11.2;1
2612;15;8.3;0.16;0.48;1.7;0.057;31;98;0.9943;2.15;0.41;10.3;1
2613;30;6.2;0.25;0.47;11.6;0.048;62;210;0.9968;2.19;0.5;9.5;0
2614;10;6.1;0.16;0.27;12.6;0.064;63;162;0.9994;2.66;0.43;8.9;0
2615;19;7.6;0.39;0.22;2.8;0.036;19;113;0.9926;2.03;0.29;10.2;0
2616;25;6.8;0.37;0.47;11.2;0.071;44;136;0.9968;1.98;0.88;9.2;0
2617;18;7.6;0.16;0.44;1.4;0.043;25;109;0.9932;2.11;0.75;10.3;1
2618;18;7.1;0.18;0.42;1.4;0.045;47;157;0.9916;1.95;0.31;10.5;1
2619;24;8.3;0.14;0.26;1.5;0.049;56;189;0.9946;2.21;0.62;9.5;1
2620;13;8.6;0.2;0.42;1.5;0.041;35;125;0.9925;2.11;0.49;11.4;1
2621;30;8.6;0.2;0.42;1.5;0.041;35;125;0.9925;2.11;0.49;11.4;1
2622;17;6.8;0.19;0.32;7.05;0.019;54;188;0.9935;2.25;0.37;11.1;1
2623;28;7.6;0.19;0.38;10.6;0.06;48;174;0.9962;2.13;0.38;10.5;1
2624;11;6.8;0.34;0.74;2.8;0.088;23;185;0.9928;2.51;0.7;12;1
2625;19;6.2;0.15;0.46;1.6;0.039;38;123;0.993;2.38;0.51;9.7;1
2626;15;6.6;0.14;0.44;1.6;0.042;47;140;0.993;2.32;0.51;10.2;1
2627;10;8;0.55;0.17;8.2;0.04;13;60;0.9956;2.09;0.3;9.5;0
2628;29;7;0.24;0.35;1.5;0.052;51;128;0.9941;2.41;0.59;10.4;1
2629;17;6.3;0.6;0.44;11;0.05;50;245;0.9972;2.19;0.57;9.3;0
2630;16;7.1;0.2;0.41;2.1;0.054;24;166;0.9948;2.48;0.62;10.5;1
2631;11;6.2;0.34;0.29;7.6;0.047;45;232;0.9955;2.35;0.62;10;1
2632;21;7.1;0.3;0.36;6.8;0.055;44.5;234;0.9972;2.49;0.64;10.2;1
2633;21;7.1;0.3;0.36;6.8;0.055;44.5;234;0.9972;2.49;0.64;10.2;1
2634;16;7.9;0.64;0.46;10.6;0.244;33;227;0.9983;1.87;0.74;9.1;0
2635;13;8.8;0.17;0.38;1.8;0.04;39;148;0.9942;2.16;0.67;10.2;1
2636;10;7.5;0.17;0.37;1.5;0.06;18;75;0.9936;2.54;0.88;10.7;0
2637;12;7.1;0.47;0.24;6;0.044;11;77;0.9956;2.21;0.56;9.7;0
2638;12;7.1;0.15;0.34;5.3;0.034;33;104;0.9953;2.37;0.52;9.3;1
2639;16;7.5;0.17;0.34;1.4;0.035;13;102;0.9918;2.05;0.74;11;0
2640;14;8.2;0.68;0.3;2.1;0.047;17;138;0.995;2.22;0.71;10.8;0
2641;20;7.7;0.275;0.3;1;0.039;19;75;0.992;2.01;0.56;10.7;0
2642;25;7.3;0.49;0.32;5.2;0.043;18;104;0.9952;2.24;0.45;10.7;0
2643;13;7.5;0.33;0.48;19.45;0.048;55;243;1.001;1.95;0.4;8.8;0
2644;14;7.2;0.21;0.37;1.6;0.049;23;94;0.9924;2.16;0.48;10.9;1
2645;16;7.3;0.15;0.4;2;0.05;24;92;0.9932;2.14;0.45;10.5;0
2646;11;6.5;0.19;0.1;1.3;0.046;23;107;0.9937;2.29;0.45;10;0
2647;11;7;0.31;0.52;1.7;0.029;5;61;0.9918;2.07;0.43;10.4;0
2648;28;8.3;0.4;0.38;1.1;0.038;15;75;0.9934;2.03;0.43;9.2;0
2649;16;6.1;0.37;0.36;4.7;0.035;36;116;0.991;2.31;0.62;12.6;1
2650;18;7.3;0.24;0.34;7.5;0.048;29;152;0.9962;2.1;0.54;9;0
2651;21;6.9;0.21;0.81;1.1;0.137;52;123;0.9932;2.03;0.39;9.2;1
2652;16;7.6;0.29;0.42;1.3;0.035;18;86;0.9908;1.99;0.39;11.3;0
2653;29;9.4;0.29;0.55;2.2;0.05;17;119;0.9962;2.12;0.69;10.3;0
2654;30;7;0.31;0.52;1.7;0.029;5;61;0.9918;2.07;0.43;10.4;0
2655;22;8.6;0.26;0.41;2.2;0.049;29;111;0.9941;1.96;0.44;10;0
2656;30;7.5;0.21;0.34;1.2;0.06;26;111;0.9931;2.51;0.47;10.7;1
2657;17;7.2;0.51;0.24;10;0.093;35;197;0.9981;2.41;0.47;9;0
2658;11;7.5;0.21;0.34;1.2;0.06;26;111;0.9931;2.51;0.47;10.7;1
2659;30;5.3;0.3;0.2;1.1;0.077;48;166;0.9944;2.3;0.54;8.7;0
2660;23;8;0.26;0.36;2;0.054;30;121;0.992;2.09;0.72;11.6;1
2661;17;7;0.21;0.28;7.5;0.07;45;185;0.9966;2.34;0.55;9.4;0
2662;17;6.7;0.26;0.26;4;0.079;35.5;216;0.9956;2.31;0.68;9.5;0
2663;23;6.7;0.26;0.26;4.1;0.073;36;202;0.9956;2.3;0.67;9.5;0
2664;20;8.1;0.26;0.37;1.9;0.072;48;159;0.9949;2.37;0.7;10.9;1
2665;24;8.3;0.22;0.38;14.8;0.054;32;126;1.0002;2.22;0.5;9.7;0
2666;20;6.4;0.3;0.51;5.5;0.048;62;172;0.9942;2.08;0.45;9.1;1
2667;29;7.5;0.19;0.34;2.6;0.037;33;125;0.9923;2.1;0.49;11.1;1
2668;18;8.8;0.33;0.44;6.35;0.024;9;87;0.9917;1.96;0.4;12.6;1
2669;23;6.9;0.2;0.36;1.5;0.031;38;147;0.9931;2.35;0.56;11;1
2670;26;8;0.37;0.32;1.6;0.04;32;166;0.992;2;0.55;11.3;1
2671;17;8.3;0.22;0.38;14.8;0.054;32;126;1.0002;2.22;0.5;9.7;0
2672;30;8.2;0.29;0.33;9.1;0.036;28;118;0.9953;1.96;0.4;10.9;1
2673;23;7.7;0.34;0.3;8;0.048;25;192;0.9951;1.97;0.47;10.9;0
2674;13;6.2;0.55;0.45;12;0.049;27;186;0.9974;2.17;0.5;9.3;1
2675;28;6.4;0.4;0.19;3.2;0.033;28;124;0.9904;2.22;0.54;12.7;1
2676;29;7.5;0.28;0.33;7.7;0.048;42;180;0.9974;2.37;0.59;10.1;1
2677;21;7.8;0.26;0.44;1.3;0.037;43;132;0.9944;2.18;0.65;10;0
2678;20;6.5;0.26;0.34;16.3;0.051;56;197;1.0004;2.49;0.42;9.8;0
2679;11;6.3;0.34;0.29;6.2;0.046;29;227;0.9952;2.29;0.53;10.1;1
2680;24;6.8;0.15;0.33;4.7;0.059;31;118;0.9956;2.43;0.39;9;1
2681;26;6.3;0.27;0.25;5.8;0.038;52;155;0.995;2.28;0.38;9.4;1
2682;13;6.3;0.27;0.25;5.8;0.038;52;155;0.995;2.28;0.38;9.4;1
2683;30;7.4;0.2;0.37;16.95;0.048;43;190;0.9995;2.03;0.42;9.2;1
2684;25;6.3;0.23;0.21;5.1;0.035;29;142;0.9942;2.36;0.33;10.1;1
2685;29;7.3;0.31;0.69;10.2;0.041;58;160;0.9977;2.06;0.45;8.6;0
2686;13;5.2;0.24;0.45;3.8;0.027;21;128;0.992;2.55;0.49;11.2;1
2687;21;7;0.24;0.32;1.3;0.037;39;123;0.992;2.17;0.42;11.2;1
2688;10;7.4;0.2;0.37;16.95;0.048;43;190;0.9995;2.03;0.42;9.2;1
2689;23;7;0.17;0.33;4;0.034;17;127;0.9934;2.19;0.39;10.6;1
2690;12;8.3;0.21;0.58;17.1;0.049;62;213;1.0006;2.01;0.51;9.3;1
2691;26;7.2;0.21;0.35;14.5;0.048;35;178;0.9982;2.05;0.47;8.9;1
2692;21;7.1;0.21;0.4;1.2;0.069;24;156;0.9928;2.42;0.43;10.6;1
2693;12;8.4;0.17;0.31;6.7;0.038;29;132;0.9945;2.1;0.32;10.6;1
2694;27;7.4;0.24;0.31;8.4;0.045;52;183;0.9963;2.09;0.32;8.8;0
2695;23;5.3;0.24;0.33;1.3;0.033;25;97;0.9906;2.59;0.38;11;1
2696;28;6.5;0.28;0.26;8.8;0.04;44;139;0.9956;2.32;0.37;10.2;1
2697;25;6.3;0.23;0.21;5.1;0.035;29;142;0.9942;2.36;0.33;10.1;1
2698;27;6.5;0.29;0.25;10.6;0.039;32;120;0.9962;2.31;0.34;10.1;1
2699;14;5.8;0.29;0.21;2.6;0.025;12;120;0.9894;2.39;0.79;14;1
